id,english_name,korean_name,chunil_name,code,category,usage_standard,purpose,usage_availability,documents
197,GALANGA EXTRACT,Galanga추출물,,A1053960624500,식품원료,원료이기에 사용기준 없음,,사용가능,
198,GALBANUM OIL,Galbanum뿌리오일,,A1003789610020,식품원료,원료이기에 사용기준 없음,,사용가능,
199,Genipa americana L.,Genipap열매,,A1000078230000,식품원료,원료이기에 사용기준 없음,,사용가능,
200,게니팹쥬스,Genipap주스,,A1000078000025,식품원료,원료이기에 사용기준 없음,,사용가능,
201,GENIPAP JUICE CONCENTRATE,Genipap주스농축,,A1000078000825,식품원료,원료이기에 사용기준 없음,,사용가능,
202,Geotrichum candidum,Geotrichum candidum,,A5000043000000,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
203,Giant red shrimp,Giant red shrimp,,A3012010000000,식품원료,원료이기에 사용기준 없음,,사용가능,
204,Gluconacetobacter europaeus,Gluconacetobacter europaeus,,A5000153000000,,,,미확정,
205,,Golden evergreen raspberry열매,,A1003824230000,식품원료,원료이기에 사용기준 없음,,사용가능,
206,,Golden samphire잎,,A1003827380000,식품원료,원료이기에 사용기준 없음,,사용가능,
207,GOLDEN WILLOW EXRACT POWDER,Golden willow순추출분말,,A1003069884501,식품원료,원료이기에 사용기준 없음,,사용가능,
208,,Goldstripe sardinella,,A3001166000000,식품원료,원료이기에 사용기준 없음,,사용가능,
209,Goumi,Goumi열매,,A1003831230000,식품원료,원료이기에 사용기준 없음,,사용가능,
210,GREATER LIZARDFISH,Greater lizardfish,,A3011986000000,식품원료,원료이기에 사용기준 없음,,사용가능,
211,"SAGE, GREEK EXTRACT",Greek sage잎추출물,,A1003849384500,식품원료,원료이기에 사용기준 없음,,사용가능,
212,,Green strawberry열매분말,,A1003852230001,식품원료,원료이기에 사용기준 없음,,사용가능,
213,GREEN STRAWBERRY JUICE CONCENTRATE,Green strawberry열매주스농축,,A1003852230825,식품원료,원료이기에 사용기준 없음,,사용가능,
214,,Greenlip abalone,,A3012006000000,식품원료,원료이기에 사용기준 없음,,사용가능,
215,Guaiacwood,Guaiac wood심재,,A1000074700000,식품원료,원료이기에 사용기준 없음,,사용가능,
216,,HYDROXYPROLINE(외화획득용 등),,BZ000124000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
217,,Haematococcus pluvialis,,A6000141000000,식품원료,원료이기에 사용기준 없음,,사용가능,
218,,Haematococcus pluvialis추출물,,A6000141004512,식품원료,원료이기에 사용기준 없음,,사용가능,
219,HAEMATOCOCCUS ALGAE EXTRACT POWDER,Haematococcus pluvialis추출분말,,A6000141004501,식품원료,원료이기에 사용기준 없음,,사용가능,
220,,Hairy yerba santa잎,,A1003871380000,식품원료,원료이기에 사용기준 없음,,사용가능,
221,HEATHER,Heater,,A1000084000000,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
222,,Heather꽃,,A1000084140000,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
223,,Heather꽃줄기,,A1000084310000,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
224,HEATHER EXTRACT,Heather추출물,,A1054094004500,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
225,HIGH-BUSH BLUEBERRY,High-bush blueberry,,A1000085000000,식품원료,원료이기에 사용기준 없음,,사용가능,
226,HYPHOMICROBIUM DENITRIFICANS,Hyphomicrobium denitrificans(외화획득용 등),,AZ000047000000,식품원료,원료이기에 사용기준 없음,,사용불가,
227,IRON OXIDE BLACK,IRON OXIDE BLACK(외화획득용 등),,BZ000056000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
228,IRON OXIDE RED(외화획득용 등),IRON OXIDE RED(외화획득용 등),,BZ000066000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
229,IRON OXIDE YELLOW,IRON OXIDE YELLOW(외화획득용),,BZ000059000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
230,,Ialian aster잎,,A1003917380000,식품원료,원료이기에 사용기준 없음,,사용가능,
231,,Ice-plant추출액,,A1003175004514,식품원료,원료이기에 사용기준 없음,,사용가능,
232,,Incense cedar잎,,A1003920380000,식품원료,원료이기에 사용기준 없음,,사용가능,
233,INDIAN ANCHOVY,Indian anchovy,,A3012004000000,식품원료,원료이기에 사용기준 없음,,사용가능,
234,INDIAN BARBERRY FRUIT,Indian barberry열매,,A1003922230000,식품원료,원료이기에 사용기준 없음,,사용가능,
235,INDIAN BARBERRY FRUIT EXTRACT,Indian barberry열매추출물,,A1003922234500,식품원료,원료이기에 사용기준 없음,,사용가능,
236,INDIAN OIL SARDINE,Indian oil sardine,,A3012020000000,식품원료,원료이기에 사용기준 없음,,사용가능,
237,INDIAN SCAD,Indian scad,,A3011991000000,식품원료,원료이기에 사용기준 없음,,사용가능,
238,Indian spinach,Indian spinach,,A1003930000000,식품원료,원료이기에 사용기준 없음,,사용가능,
239,,Indonesian cinnamon줄기껍질,,A1003933600000,식품원료,원료이기에 사용기준 없음,,사용가능,
240,JABOTICABA,Jaboticabas열매,,A1003089230000,식품원료,원료이기에 사용기준 없음,,사용가능,
241,JABOTICABA PEEL EXTRACT,Jaboticabas열매껍질추출물,,A1003089244500,식품원료,원료이기에 사용기준 없음,,사용가능,
242,JABOTICABA JUICE,Jaboticabas열매주스,,A1003089230025,식품원료,원료이기에 사용기준 없음,,사용가능,
243,JABOTICABA JUICE POWDER,Jaboticabas열매주스분말,,A1003089230069,식품원료,원료이기에 사용기준 없음,,사용가능,
244,,Jaboticabas퓌레,,A1003089230034,식품원료,원료이기에 사용기준 없음,,사용가능,
245,Japanese snake gourd,Japanese snake gourd,,A1003941000000,식품원료,원료이기에 사용기준 없음,,사용가능,
246,JAPANESE THREADFIN BREAM,Japanese threadfin bream,,A3011985000000,식품원료,원료이기에 사용기준 없음,,사용가능,
247,Java Apple(Wax Jambu),Java Apple열매,Java Apple,A1000091230000,식품원료,원료이기에 사용기준 없음,,사용가능,
248,JICAMA(YAM BEAN),Jicama덩이뿌리,"JICAMA,YAM BEAN",A1000092630000,식품원료,원료이기에 사용기준 없음,,사용가능,
249,JICAMA(YAM BEAN) JUICE CONCENTRATE,Jicama주스농축,"JICAMA JUICE CONCENTRATE,YAM BEAN JUICE CONCENTRATE",A1000092630825,식품원료,원료이기에 사용기준 없음,,사용가능,
250,,Juneberry열매,,A1003950230000,식품원료,원료이기에 사용기준 없음,,사용가능,
251,,Khorasan wheat 분말,,A1003969320001,식품원료,원료이기에 사용기준 없음,,사용가능,
252,,Khorasan wheat씨앗,,A1003969320000,식품원료,원료이기에 사용기준 없음,,사용가능,
253,SACCHAROMYCES MARXIANUS,Kluyveromyces marxianus,,A5000143000000,식품원료,원료이기에 사용기준 없음,,사용가능,
254,,Kohila잎,,A1003977380000,식품원료,원료이기에 사용기준 없음,,사용가능,
255,KULTHI,Kulthi,,A1003980000000,식품원료,원료이기에 사용기준 없음,,사용가능,
256,,L-5-메틸테트라하이드로포레이트칼슘(외화획득용 등),,BZ000128000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
257,L-CYSTINE HYDROCHLORIDE,L-CYSTINE HYDROCHLORIDE(선천성대사이상질환자용),,BZ000043000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
258,L-CYSTINE 2-HCI(L-CYSTINE DIHYDROCHLORIDE),L-Cystine dihydrochloride(선천성대사이상질환자용),,BZ000037000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
259,L-LYSINE L-ASPARTATE,L-LYSINE L-ASPARTATE(선천성대사이상질환자용),,BZ000049000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
260,L-LYSINE ACETATE,L-Lysine acetate(선천성대사이상질환자용),,BZ000006000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
261,L-SELENOMETHIONINE,L-SELENOMETHIONINE(외화획득용),,BZ000050000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
262,L-GLUTAMINE,L-글루타민,,B1000387000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
263,L-GLUTAMIC ACID,L-글루탐산,,B1003586000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,향미증진제,"기타, 별도 확인 필요",
264,MONOSODIUM L-GLUTAMATE(MSG),L-글루탐산나트륨,"Monosodium glutamate,MONOSODIUM L-GLUTAMATE",B1003585000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,향미증진제,"기타, 별도 확인 필요",
265,MONOAMMONIUM L-GLUTAMATE,L-글루탐산암모늄,,B1003587000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,향미증진제,"기타, 별도 확인 필요",
266,MONOPOTASSIUM L-GLUTAMATE,L-글루탐산칼륨,,B1003588000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,향미증진제,"기타, 별도 확인 필요",
267,L-LYSINE,L-라이신,,B1000398000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
268,L-lysine L-glutamate(선천성대사질환자용 등),L-라이신 L-글루탐산(선천성대사질환자용 등),,BZ000071000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
269,L-LYSINE ACETATE(외화획득용 등),L-라이신 아세테이트(외화획득용 등),,BZ000073000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
270,L-LYSINE MONOHYDROCHLORIDE,L-라이신염산염,,B1000047000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
271,L-LEUCINE,L-로이신,,B1000353000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
272,L- METHIONINE,L-메티오닌,,B1000058000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
273,L-VALINE,L-발린,,B1000068000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
274,L-MALIC ACID,L-사과산(외화획득용 등),,BZ000120000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
275,L-SERINE,L-세린,,B1000357000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
276,L-CYSTEINE,L-시스테인(외화획득용 등),,BZ000119000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
277,L- CYSTEINE MONO HYDROCHLORIDE,L-시스테인염산염,L-Cysteine Monohydrochloride,B1000115000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",밀가루개량제,"기타, 별도 확인 필요",
278,L- CYSTINE,L-시스틴,,B1000116000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
279,L-CITRULLINE,L-시트룰린(외화획득용 등),,BZ000062000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
280,,L-아르기닌(기능성원료인정제2015-19호),,C9000926000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
281,L-ARGININE,L-아르지닌,,B1003609000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
282,L-ARGININE L-ASPARTIC ACID,L-아르지닌 L-아스파트산(선천성대사이상질환자용),,BZ000076000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
283,L-ARGININE MONOHYDROCHLORIDE,L-아르지닌염산염(외화획득용 등),,BZ000077000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
284,SODIUM L-ASCORBATE,L-아스코브산나트륨,"Sodium ascorbate, E301",B1003625000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
285,CALCIUM L-ASCORBATE,L-아스코브산칼슘,"calcium ascorbate, E302",B1003611000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
286,L-ASCORBYL STEARATE,L-아스코빌스테아레이트,,B1003613000000,산화방지제,"기타, 별도 확인 필요",,미확정,
287,ASCORBYL PALMITATE,L-아스코빌팔미테이트,,B1003640000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",산화방지제,"기타, 별도 확인 필요",
288,L-ASPARAGINE,L-아스파라진,,B1003614000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
289,L-ASPARTIC ACID,L-아스파트산,,B1003616000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
290,L-ALANINE,L-알라닌,,B1000366000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
291,L-ORNITHINE HYDROCHLORIDE(외화획득용 등),L-오르니틴염산염(외화획득용 등),,BZ000070000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
292,L-ISOLEUCINE,L-이소로이신,,B1000191000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
293,"MAGNESIUM L-LACTATE, MAGNESIUM DI-L-LACTATE",L-젖산마그네슘,,B1000422000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,산도조절제,"기타, 별도 확인 필요",
294,L-TARTARIC ACID,L-주석산,,B1000221000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,산도조절제,"기타, 별도 확인 필요",
295,DISODIUM L- TARTRATE,L-주석산나트륨,,B1000223000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,산도조절제,"기타, 별도 확인 필요",
296,POTASSIUM L-BITARTRATE,L-주석산수소칼륨,E336(i),B1000225000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,산도조절제,"기타, 별도 확인 필요",
297,L-CARNOSINE,L-카르노신(외화획득용 등),,BZ000113000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
298,L-CARNITINE,L-카르니틴,,B1000391000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
299,L-CARNITINE TARTRATE,L-카르니틴 타르트레이트(기능성원료인정제2012-19호),,C9000407000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
300,L-CARNITINE TARTRATE(연구조사용 등),L-카르니틴 타르트레이트(연구조사용 등),,BZ000067000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
301,L-THREONINE,L-트레오닌,,B1000268000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
302,L-TRYPTOPHAN,L-트립토판,,B1000270000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
303,L-TYROSINE,L-티로신,,B1000271000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
304,L-PHENYLALANINE,L-페닐알라닌,,B1000283000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
305,L-PROLINE,L-프롤린,,B1000377000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
306,L-HISTIDINE,L-히스티딘,,B1000382000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
307,L-HISTIDINE MONOHYDROCHLORIDE,L-히스티딘염산염,,B1000329000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
