id,english_name,korean_name,chunil_name,code,category,usage_standard,purpose,usage_availability,documents
8979,PINEAPPLE JUICE POWDER,파인애플주스분말,,A1001972000069,식품원료,원료이기에 사용기준 없음,,사용가능,
8980,PINEAPPLE DISTILLATE,파인애플증류액,,A1001972006914,식품원료,원료이기에 사용기준 없음,,사용가능,
8981,PINEAPPLE EXTRACT,파인애플추출물,,A1001972004500,식품원료,원료이기에 사용기준 없음,,사용가능,
8982,PINEAPPLE EXTRACT POWDER,파인애플추출분말,,A1001972004501,식품원료,원료이기에 사용기준 없음,,사용가능,
8983,PINEAPPLE PASTE,파인애플페이스트,,A1001972000033,식품원료,원료이기에 사용기준 없음,,사용가능,
8984,PINAPPLE PUREE,파인애플퓌레,,A1001972000034,식품원료,원료이기에 사용기준 없음,,사용가능,
8985,CONCENTRATED PINEAPPLE PUREE,파인애플퓌레농축액,,A1001972000834,식품원료,원료이기에 사용기준 없음,,사용가능,
8986,,파주스,,A1001964000025,식품원료,원료이기에 사용기준 없음,,사용가능,
8987,,파추출물,,A1001964004500,식품원료,원료이기에 사용기준 없음,,사용가능,
8988,,파크랜크랜베리분말(기능성원료인정제2014-34호),,C9000625000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
8989,PAPAYA,파파야,,A1001975000000,식품원료,원료이기에 사용기준 없음,,사용가능,
8990,,파파야농축,,A1001975000800,식품원료,원료이기에 사용기준 없음,,사용가능,
8991,,파파야다이스,,A1001975000007,식품원료,원료이기에 사용기준 없음,,사용가능,
8992,,파파야엑기스,,A1001975000017,식품원료,원료이기에 사용기준 없음,,사용가능,
8993,RED PAPAYA,파파야열매,,A1001975230000,식품원료,원료이기에 사용기준 없음,,사용가능,
8994,PAPAYA PULP,파파야열매과육,,A1001975300000,식품원료,원료이기에 사용기준 없음,,사용가능,
8995,PAPAYA POWDER,파파야열매분말,,A1001975000001,식품원료,원료이기에 사용기준 없음,,사용가능,
8996,,파파야주스,,A1001975000025,식품원료,원료이기에 사용기준 없음,,사용가능,
8997,PAPAYA EXTRACT,파파야추출물,,A1001975004500,식품원료,원료이기에 사용기준 없음,,사용가능,
8998,,파파야추출분말,,A1001975004501,식품원료,원료이기에 사용기준 없음,,사용가능,
8999,,파파야페이스트,,A1001975000033,식품원료,원료이기에 사용기준 없음,,사용가능,
9000,PAPAYA PUREE,파파야퓌레,,A1001975000034,식품원료,원료이기에 사용기준 없음,,사용가능,
9001,PAPAIN,파파인,,B2009150000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9002,PAPRIKA,파프리카,,A1002190000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9003,PAPRIKA CONCENTRATE,파프리카농축,,A1002190000800,식품원료,원료이기에 사용기준 없음,,사용가능,
9004,,파프리카농축액,,A1002190000814,식품원료,원료이기에 사용기준 없음,,사용가능,
9005,PAPRIKA POWDER,파프리카분말,,A1002190000001,식품원료,원료이기에 사용기준 없음,,사용가능,
9006,,파프리카액,,A1002190000014,식품원료,원료이기에 사용기준 없음,,사용가능,
9007,PAPRIKA OIL,파프리카오일,,A1002190000020,식품원료,원료이기에 사용기준 없음,,사용가능,
9008,,파프리카잎,,A1002190380000,식품원료,원료이기에 사용기준 없음,,사용가능,
9009,PAPRIKA SLICES,파프리카조각,,A1002190000024,식품원료,원료이기에 사용기준 없음,,사용가능,
9010,PAPRIKA,파프리카주스,,A1002190000025,식품원료,원료이기에 사용기준 없음,,사용가능,
9011,PAPRIKA EXTRACT,파프리카추출물,EXTRACTIVE OF PAPRIKA,A1002190004500,식품원료,원료이기에 사용기준 없음,,사용가능,
9012,OLEORESIN PAPRIKA,파프리카추출색소,,B2000080000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",착색료,"기타, 별도 확인 필요",
9013,,파프리카추출액,,A1002190004514,식품원료,원료이기에 사용기준 없음,,사용가능,
9014,POPPY SEED,파피씨드씨앗(가열처리한 것에 한함),,A1001976900000,식품원료,원료이기에 사용기준 없음,,사용가능,
9015,POPPY SEED OIL,파피씨드씨앗유,,A1001976900020,식품원료,원료이기에 사용기준 없음,,사용가능,
9016,PAKCHOI OIL,팍쵸(청경채)유,,A1001789000020,식품원료,원료이기에 사용기준 없음,,사용가능,
9017,PANDAN LEAF,판다누스잎,,A1003152380000,식품원료,원료이기에 사용기준 없음,,사용가능,
9018,PANDAN LEAF POWDER,판다누스잎분말,,A1003152380001,식품원료,원료이기에 사용기준 없음,,사용가능,
9019,PANDAN LEAF EXTRACT,판다누스잎추출물,,A1003152384500,식품원료,원료이기에 사용기준 없음,,사용가능,
9020,PANDAN JUICE,판다누스주스,,A1003152000025,식품원료,원료이기에 사용기준 없음,,사용가능,
9021,PANCREATIN,판크레아틴,,B2000183000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,효소제,"기타, 별도 확인 필요",
9022,Pentosanase,판토산나제(외화획득용 등),,BZ000078000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
9023,SODIUM PANTOTHENATE,판토텐산나트륨,,B1000278000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
9024,CALCIUM PANTOTHENATE(D-CALCIUM PANTOTHENATE),판토텐산칼슘,Calcium Pantothenate,B1000279000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",영양강화제,"기타, 별도 확인 필요",
9025,,팔각향잎,,A1001979380000,식품원료,원료이기에 사용기준 없음,,사용가능,
9026,REDUCED PALATINOSE,팔라티노스,,A6000043000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9027,PALMITIC ACID,팔미트산,,B2000182000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,거품제거제,"기타, 별도 확인 필요",
9028,REFINED FISH OIL FROM ALASKA POLLAK CONTAINING PALMITOLILEC ACID,팔밋올레산 함유 명태(알래스카폴락)유래 정제어유(기능성원료인정제2024-18호),,C9001045000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,사용가능,
9029,DULSE,팔손이풀,,A1005357000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9030,PALM TREE,팜,,A1001982000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9031,,팜분말,,A1001982000001,식품원료,원료이기에 사용기준 없음,,사용가능,
9032,,팜스테아린유,,P0114120300000,식품유형,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9033,PALM,팜열매,,A1001982230000,식품원료,원료이기에 사용기준 없음,,사용가능,
9034,PALM POWDER,팜열매분말,,A1001982230001,식품원료,원료이기에 사용기준 없음,,사용가능,
9035,,팜올레인에스테르화유,,A1001982018320,식품원료,원료이기에 사용기준 없음,,사용가능,
9036,,팜올레인유,,P0114120200000,식품유형,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9037,PALM OIL(FAT),팜유,"Palm Oil,palm fat",A1001982000020,식품원료,원료이기에 사용기준 없음,,사용가능,
9038,PALM OIL POWDER,팜유분말,,A1001982000092,식품원료,원료이기에 사용기준 없음,,사용가능,
9039,PALM STARCH,팜전분,,A1001982230038,식품원료,원료이기에 사용기준 없음,,사용가능,
9040,PALM JUICE,팜주스,,A1001982000025,식품원료,원료이기에 사용기준 없음,,사용가능,
9041,,팜즙,,A1001982000026,식품원료,원료이기에 사용기준 없음,,사용가능,
9042,,팜추출물,,A1001982004500,식품원료,원료이기에 사용기준 없음,,사용가능,
9043,PALM FRACTION,팜프렉션,,A1054153008020,식품원료,원료이기에 사용기준 없음,,사용가능,
9044,PALM KERNEL,팜핵,,A1001982B20000,식품원료,원료이기에 사용기준 없음,,사용가능,
9045,PALM KERNEL OIL(FAT),팜핵유,"Palm kernel fat, palm kernel oil",A1001982B20020,식품원료,원료이기에 사용기준 없음,,사용가능,
9046,SMALL RED BEAN,팥,,A1001983000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9047,SMALL RED BEAN POWDER,팥가루,,A1001983000001,식품원료,원료이기에 사용기준 없음,,사용가능,
9048,,팥씨앗,,A1001983320000,식품원료,원료이기에 사용기준 없음,,사용가능,
9049,Red Bean Skin,팥씨앗껍질,,A1001983280000,식품원료,원료이기에 사용기준 없음,,사용가능,
9050,,팥앙금,,A1001983000037,식품원료,원료이기에 사용기준 없음,,사용가능,
9051,,팥추출물,,A1001983004500,식품원료,원료이기에 사용기준 없음,,사용가능,
9052,RED BEAN PASTE,팥페이스트,,A1001983000033,식품원료,원료이기에 사용기준 없음,,사용가능,
9053,,패각분말,,A3000636030001,식품원료,원료이기에 사용기준 없음,,사용가능,
9054,,패각칼슘,,A6001440000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9055,WINTER MUSHROOMS,팽이버섯,,A1001990B90000,식품원료,원료이기에 사용기준 없음,,사용가능,
9056,WINTER MUSHROOMS,팽이버섯분말,,A1001990B90001,식품원료,원료이기에 사용기준 없음,,사용가능,
9057,,팽이버섯추출물,,A1001990B94500,식품원료,원료이기에 사용기준 없음,,사용가능,
9058,,팽이버섯추출물분말,,A1001990B94501,식품원료,원료이기에 사용기준 없음,,사용가능,
9059,PUFFED OAT,팽화귀리,,A1000415009800,식품원료,원료이기에 사용기준 없음,,사용가능,
9060,PUFFED MILLET,팽화기장,,A1000454009800,식품원료,원료이기에 사용기준 없음,,사용가능,
9061,,팽화미,,A1001332009803,식품원료,원료이기에 사용기준 없음,,사용가능,
9062,,팽화미분말,,A1001332009801,식품원료,원료이기에 사용기준 없음,,사용가능,
9063,PUFFED WHEAT,팽화밀,,A1054184009800,식품원료,원료이기에 사용기준 없음,,사용가능,
9064,WHEAT FLOUR PUFFED,팽화밀가루,,A1000911009801,식품원료,원료이기에 사용기준 없음,,사용가능,
9065,PUFFED SPELT WHEAT,팽화스펠트밀,,A1001299009800,식품원료,원료이기에 사용기준 없음,,사용가능,
9066,PUFFED AMARANTH,팽화아마란스,,A1001357009800,식품원료,원료이기에 사용기준 없음,,사용가능,
9067,CORN PUFF,팽화옥수수,,A1001488009800,식품원료,원료이기에 사용기준 없음,,사용가능,
9068,,팽화찹쌀분말,,A1002165009801,식품원료,원료이기에 사용기준 없음,,사용가능,
9069,BARNYARD MILLET PUFF,팽화피씨앗,,A1002015329800,식품원료,원료이기에 사용기준 없음,,사용가능,
9070,PERLITE,퍼라이트,,B2000081000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",여과보조제,"기타, 별도 확인 필요",
9071,FURCELLERAN,퍼셀레란,,B2009181000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,안정제,"기타, 별도 확인 필요",
9072,BASA FISH,퍼시픽도리,,A3000764000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9073,BASA FISH SKIN,퍼시픽도리껍질,,A3011914030000,식품원료,원료이기에 사용기준 없음,,사용가능,
9074,펄닭새우,펄닭새우,,A3000765000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9075,,펍핑퀴노아,,A1001870009800,식품원료,원료이기에 사용기준 없음,,사용가능,
9076,PHENOL-FORMALDEHYDE RESIN,페놀수지,,D1000007000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9077,ETHYL PHENYLACETATE,페닐초산에틸,,B1000284000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",향료,"기타, 별도 확인 필요",
9078,ISOBUTYL PHENYLACETATE,페닐초산이소부틸,,B1000285000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",향료,"기타, 별도 확인 필요",
9079,SODIUM FERROCYANIDE,페로시안화나트륨,,B1000410000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",고결방지제,"기타, 별도 확인 필요",
9080,POTASSIUM FERROCYANIDE,페로시안화칼륨,,B1000409000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",고결방지제,"기타, 별도 확인 필요",
9081,CALCIUM FERROCYANIDE,페로시안화칼슘,,B1000411000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",고결방지제,"기타, 별도 확인 필요",
9082,,페루멸치,,A3001149000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9083,FERULIC ACID,페룰린산,,B2000184000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,산화방지제,"기타, 별도 확인 필요",
9084,PEPPER TREE,페퍼트리,,A1001993000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9085,PINK PEPPERCORN,페퍼트리열매,,A1001993230000,식품원료,원료이기에 사용기준 없음,,사용가능,
9086,PEPINO,페피노,,A1001994000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9087,PECTINASE,펙티나아제,,B2000082000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,효소제,"기타, 별도 확인 필요",
9088,PECTIN,펙틴,"gelling agent: pectins, pectins, Fruit pectin",B2000083000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,증점제,"기타, 별도 확인 필요",
9089,PECTINLYASE,펙틴리아제,,B2009148000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9090,PECTIN ESTERASE,펙틴에스터라아제,,B2009147000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9091,SILVER BIRCH(EUROPEAN WHITE BIRCH),펜둘라자작,,A1003126000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9092,,펜둘라자작잎,,A1003126380000,식품원료,원료이기에 사용기준 없음,,사용가능,
9093,SILVER BIRCH EXTRACT,펜둘라자작잎추출물,,A1054095384500,식품원료,원료이기에 사용기준 없음,,사용가능,
9094,Birch Leaves Extract Powder,펜둘라자작잎추출분말,,A1054095384501,식품원료,원료이기에 사용기준 없음,,사용가능,
9095,PEPSIN,펩신,,B2000084000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,효소제,"기타, 별도 확인 필요",
9096,TARAXACI HERBA,포공영,,A1000902010000,식품원료,원료이기에 사용기준 없음,,사용가능,
9097,GRAPE,포도,,A1001995000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9098,,포도과립,,A1001995000043,식품원료,원료이기에 사용기준 없음,,사용가능,
9099,GRAPE PULP,포도과육,,A1001995300000,식품원료,원료이기에 사용기준 없음,,사용가능,
9100,,포도과즙,,A1001995000026,식품원료,원료이기에 사용기준 없음,,사용가능,
9101,포도과즙,포도과즙분말,,A1001995000057,식품원료,원료이기에 사용기준 없음,,사용가능,
9102,GRAPE JUICE COLOR,포도과즙색소,,B2000151000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",착색료,"기타, 별도 확인 필요",
9103,,포도과피,,A1001995240000,식품원료,원료이기에 사용기준 없음,,사용가능,
9104,GRAPE SKIN EXTRACT COLOR,포도과피색소,,B2000085000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",착색료,"기타, 별도 확인 필요",
9105,GRAPE SKIN,포도껍질,,A1001995770000,식품원료,원료이기에 사용기준 없음,,사용가능,
9106,GRAPE SKIN POWDER,포도껍질분말,,A1001995770001,식품원료,원료이기에 사용기준 없음,,사용가능,
9107,GRAPE SKIN EXTRACT,포도껍질추출물,,A1001995774500,식품원료,원료이기에 사용기준 없음,,사용가능,
9108,GRAPE SKIN EXTRACT POWDER,포도껍질추출분말,,A1001995774501,식품원료,원료이기에 사용기준 없음,,사용가능,
9109,,포도냉동,,A1001995000600,식품원료,원료이기에 사용기준 없음,,사용가능,
9110,GRAPE CONCENTRATE,포도농축,,A1001995000800,식품원료,원료이기에 사용기준 없음,,사용가능,
9111,,포도농축과즙,,A1001995000826,식품원료,원료이기에 사용기준 없음,,사용가능,
9112,RED GRAPE CONCENTRATES,포도농축액,,A1001995000814,식품원료,원료이기에 사용기준 없음,,사용가능,
9113,,포도농축액분말,,A1001995000801,식품원료,원료이기에 사용기준 없음,,사용가능,
9114,GLUCOSE(DEXTROSE),포도당,"Glucose, DEXTROSE",P0106000000000,식품유형,원료이기에 사용기준 없음,,"기타, 별도 확인 필요",
9115,GLUCOSE(DEXTROSE) SYRUP,포도당시럽,"glucose syrup, DEXTROSE SYRUP",P0106000000013,식품유형,원료이기에 사용기준 없음,,"기타, 별도 확인 필요",
9116,CONCENTRATED GLUCOSE SYRUP,포도당시럽농축,,P0106000000813,식품유형,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9117,DEHYDRATED GLUCOSE SYRUP,포도당시럽분말,,P0106000000413,식품유형,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9118,GRAPE POMACE,포도박,,A1001995000075,식품원료,원료이기에 사용기준 없음,,사용가능,
9119,GRAPE FERMENTED JUICE,포도발효액,,A1053995001925,식품원료,원료이기에 사용기준 없음,,사용가능,
9120,GRAPE POWDER,포도분말,,A1001995000001,식품원료,원료이기에 사용기준 없음,,사용가능,
9121,,포도숙성액,,A1001995002B14,식품원료,원료이기에 사용기준 없음,,사용가능,
9122,,포도시럽,,A1001995000013,식품원료,원료이기에 사용기준 없음,,사용가능,
9123,,포도씨 효소분해 추출분말(기능성원료 인정 제2013-9호),,C9000435000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9124,GRAPE SEED POWDER,포도씨분말,,A1001995320001,식품원료,원료이기에 사용기준 없음,,사용가능,
9125,,포도씨앗,,A1001995320000,식품원료,원료이기에 사용기준 없음,,사용가능,
9126,,포도씨앗엑기스,,A1001995320017,식품원료,원료이기에 사용기준 없음,,사용가능,
9127,,포도씨앗추출물,,A1001995324514,식품원료,원료이기에 사용기준 없음,,사용가능,
9128,GRAPE SEED EXTRACT POWDER,포도씨앗추출물분말,,A1001995324501,식품원료,원료이기에 사용기준 없음,,사용가능,
9129,,포도엑기스,,A1001995000017,식품원료,원료이기에 사용기준 없음,,사용가능,
9130,DARK SEEDLESS GRAPES,포도열매,,A1001995230000,식품원료,원료이기에 사용기준 없음,,사용가능,
9131,,포도오일,,A1001995000020,식품원료,원료이기에 사용기준 없음,,사용가능,
9132,,포도원액,,A1001995000021,식품원료,원료이기에 사용기준 없음,,사용가능,
9133,GRAPE LEAF,포도잎,,A1001995380000,식품원료,원료이기에 사용기준 없음,,사용가능,
9134,GRAPE LEAVES EXTRACT,포도잎추출물,,A1001995384500,식품원료,원료이기에 사용기준 없음,,사용가능,
9135,,포도종자추출물(식품원료),,A1001995324500,식품원료,원료이기에 사용기준 없음,,사용가능,
9136,,포도종자추출물(식품첨가물),,B2000628000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9137,GRAPE JUICE,포도주스,,A1001995000025,식품원료,원료이기에 사용기준 없음,,사용가능,
9138,GRAPE JUICE CONCENTRATE,포도주스농축액,,A1001995000825,식품원료,원료이기에 사용기준 없음,,사용가능,
9139,GRAPE JUICE POWDER,포도주스분말,,A1001995000069,식품원료,원료이기에 사용기준 없음,,사용가능,
9140,DISTILLATE OF GRAPES,포도증류액,,A1001995006914,식품원료,원료이기에 사용기준 없음,,사용가능,
9141,,포도착즙액,,A1001995233226,식품원료,원료이기에 사용기준 없음,,사용가능,
9142,RECTIFIED CONCENTRATED GRAPE MUST,포도추출농축당,,A1054063001000,식품원료,원료이기에 사용기준 없음,,사용가능,
9143,GRAPE EXTRACT,포도추출물,,A1001995004500,식품원료,원료이기에 사용기준 없음,,사용가능,
9144,GRAPE EXTRACT POWDER,포도추출분말,,A1001995004501,식품원료,원료이기에 사용기준 없음,,사용가능,
9145,,포도추출오일,,A1001995004520,식품원료,원료이기에 사용기준 없음,,사용가능,
9146,,포도페이스트,,A1001995000033,식품원료,원료이기에 사용기준 없음,,사용가능,
9147,GRAPE PUREE,포도퓌레,,A1001995000034,식품원료,원료이기에 사용기준 없음,,사용가능,
9148,POMELO,포멜로,,A1001997000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9149,POMELO CONCENTRATE,포멜로농축액,,A1001997000814,식품원료,원료이기에 사용기준 없음,,사용가능,
9150,,포멜로열매,,A1001997230000,식품원료,원료이기에 사용기준 없음,,사용가능,
9151,POMELO,포멜로열매껍질,,A1001997770000,식품원료,원료이기에 사용기준 없음,,사용가능,
9152,CITRUS GRANDIS(GRAPEFRUIT)PEEL OIL,포멜로열매껍질오일,,A1001997240020,식품원료,원료이기에 사용기준 없음,,사용가능,
9153,POMELO FRUIT POWDER,포멜로열매분말,,A1054000230001,식품원료,원료이기에 사용기준 없음,,사용가능,
9154,POMELO FRUIT EXTRACT,포멜로열매추출물,,A1053999234500,식품원료,원료이기에 사용기준 없음,,사용가능,
9155,POMELO JUICE,포멜로주스,,A1001997000025,식품원료,원료이기에 사용기준 없음,,사용가능,
9156,POMELO PUREE,포멜로퓌레,,A1001997000034,식품원료,원료이기에 사용기준 없음,,사용가능,
9157,PHOSPHATIDYLSERINE,포스파티딜세린(고시형),,C2000087000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9158,PHOSPHODIESTERASE,포스포디에스테라아제,,B2000211000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,효소제,"기타, 별도 확인 필요",
9159,PHOSPHOLIPASE A2,포스포리파아제 A₂,,B2000107000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9160,포스포리파아제 B,포스포리파아제 B,,B2000630000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9161,포스포리파아제 D,포스포리파아제 D,,B2000629000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9162,POT MARIGOLD,포트마리골드,,A1001998000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9163,,포트마리골드꽃,,A1001998140000,식품원료,원료이기에 사용기준 없음,,사용가능,
9164,,포트마리골드꽃잎,,A1001998170000,식품원료,원료이기에 사용기준 없음,,사용가능,
9165,POT MARIGOLD FLOWER EXTRACT,포트마리골드꽃추출물,,A1001998144500,식품원료,원료이기에 사용기준 없음,,사용가능,
9166,,포포나무열매,,A1003064230000,식품원료,원료이기에 사용기준 없음,,사용가능,
9167,PAWPAW PURE,포포나무열매퓌레,,A1003064230034,식품원료,원료이기에 사용기준 없음,,사용가능,
9168,POLYGALACTURONASE,폴리갈락투로나아제,,B2009149000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9169,POLY-Γ-GLUTAMIC ACID,폴리감마글루탐산,,B2000198000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,증점제,"기타, 별도 확인 필요",
9170,POLYGLYCERIN,폴리글리세린(정제가공용원료),,BZ000058000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
9171,POLYGLYCERIN ESTER OF FATTY ACID,폴리글리세린지방산에스테르,Mono- and Di- Glycerides of Fatty Acids (471),B1003568000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,유화제,"기타, 별도 확인 필요",
9172,POLYGLYCERIN ESTER OF CONDENSED RICINOLEATE,폴리글리세린축합리시놀레인산에스테르,"E476, polyglycerol polyricinoleate",B1003633000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,유화제,"기타, 별도 확인 필요",
9173,POLYGLYCITOL SYRUP,폴리글리시톨시럽,,B1000412000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,감미료,"기타, 별도 확인 필요",
9174,POLYDEXTROSE,폴리덱스트로스,,B1000286000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,습윤제,"기타, 별도 확인 필요",
9175,"POLYLACTIDE, POLY(LACTIC ACID)",폴리락타이드,,D1000038000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9176,POLYMETHACRYLSTYRENE,폴리메타크릴스티렌,,D1000020000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9177,POLYMETHYLPENTENE,폴리메틸펜텐,,D1000013000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9178,,폴리부텐(기구용기및포장),,D1000043000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9179,POLYBUTENE,폴리부텐(식품첨가물),,B1000287000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9180,POLY(BUTYLENE ADIPATE TEREPHTHALATE),폴리부틸렌아디페이트테레프탈레이트,"POLY BUTYLENE ADIPATE TEREPHTHALATE,BUTYLENE ADIPATE TEREPHTHALATE",D1000052000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,사용가능,
9181,POLY(BUTYLENE TEREPHTHALATE),폴리부틸렌테레프탈레이트,"POLY BUTYLENE TEREPHTHALATE,BUTYLENE TEREPHTHALATE",D1000021000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9182,,폴리비닐알콜(기구용기및포장),,D1000042000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9183,,폴리비닐알콜(식품첨가물),,B1000436000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9184,POLYVINYLPOLYPYRROLIDONE,폴리비닐폴리피로리돈,,B1000288000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",여과보조제,"기타, 별도 확인 필요",
9185,POLYVINYL PYRROLIDONE,폴리비닐피로리돈,,B1000407000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",피막제,"기타, 별도 확인 필요",
9186,POLYSORBATE 20,폴리소르베이트 20,,B1000289000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9187,POLYSORBATE 60,폴리소르베이트 60,,B1000290000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9188,POLYSORBATE 65,폴리소르베이트 65,,B1000291000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9189,POLYSORBATE 80,폴리소르베이트 80,,B1000292000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9190,POLYSTYRENE,폴리스티렌,,D1000004000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9191,POLYSTYRENE(GOLD PLATING),폴리스티렌(금도금),POLYSTYRENE GOLD PLATING,D1000004A40000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9192,"POLY(CYCLOHEXANE-1,4-DIMETHYLENE TEREPHTHALATE)","폴리시클로헥산-1,4-디메틸렌테레프탈레이트",,D1000035000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9193,POLYARYLATE,폴리아릴레이트,,D1000023000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9194,POLYARYLSULFONE,폴리아릴설폰,,D1000022000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9195,POLYAMIDE,폴리아미드,,D1000012000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9196,"POLYACETAL, POLYOXYMETHYLENE",폴리아세탈,,D1000010000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9197,POLYACRYLONITRILE,폴리아크릴로니트릴,,D1000025000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
